file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
bathtub/bathtub_0098.ply,2_fronts,2,334.41,78.75,89.99,52.79,73.84,15.58
chair/chair_0089.ply,1_front,1,271.90,178.10,177.66,174.76,176.84,1.48
chair/chair_0065.ply,1_front,1,248.35,135.85,143.31,131.79,136.98,4.77
glass_box/glass_box_0024.ply,4_fronts,4,256.66,43.96,26.19,28.31,32.82,7.92
airplane/airplane_0089.ply,1_front,1,143.64,98.64,160.49,18.77,92.63,58.01
chair/chair_0799.ply,1_front,1,241.81,106.81,130.14,125.08,120.68,10.02
chair/chair_0412.ply,1_front,1,134.43,90.57,92.30,93.14,92.00,1.07
chair/chair_0688.ply,1_front,1,323.86,81.14,69.10,74.75,75.00,4.92
glass_box/glass_box_0236.ply,4_fronts,4,162.54,41.89,32.73,37.37,37.33,3.74
airplane/airplane_0102.ply,1_front,1,89.25,0.75,77.08,115.54,64.46,47.70
glass_box/glass_box_0138.ply,4_fronts,4,23.05,44.45,35.34,41.82,40.54,3.83
glass_box/glass_box_0050.ply,4_fronts,4,7.57,67.50,11.99,15.18,31.56,25.45
bench/bench_0128.ply,2_fronts,2,199.41,48.09,46.82,42.93,45.95,2.20
chair/chair_0568.ply,1_front,1,211.84,76.84,55.09,65.04,65.66,8.89
bookshelf/bookshelf_0278.ply,2_fronts,2,2.59,78.75,89.64,7.91,58.77,36.23
chair/chair_0936.ply,1_front,1,254.82,119.82,170.78,150.88,147.16,20.97
chair/chair_0446.ply,1_front,1,21.19,66.19,44.50,47.65,52.78,9.57
bathtub/bathtub_0012.ply,1_front,1,24.26,133.24,60.69,128.41,107.45,33.12
chair/chair_0057.ply,1_front,1,11.31,33.81,26.36,25.72,28.63,3.67
bookshelf/bookshelf_0178.ply,1_front,1,118.95,106.05,120.99,97.00,108.01,9.89
chair/chair_0948.ply,1_front,1,185.10,27.60,6.92,12.27,15.60,8.76
chair/chair_0421.ply,1_front,1,100.25,169.75,167.30,156.85,164.63,5.59
bathtub/bathtub_0137.ply,2_fronts,2,174.75,5.25,87.67,12.15,35.02,37.33
chair/chair_0074.ply,1_front,1,194.12,8.38,38.29,20.69,22.45,12.28
bathtub/bathtub_0061.ply,2_fronts,2,260.41,78.75,88.54,20.89,62.73,29.85
chair/chair_0048.ply,1_front,1,317.66,87.34,95.58,85.43,89.45,4.41
glass_box/glass_box_0091.ply,4_fronts,4,207.44,33.75,30.30,33.67,32.57,1.61
bookshelf/bookshelf_0160.ply,2_fronts,2,87.48,81.27,89.19,2.90,57.79,38.94
glass_box/glass_box_0103.ply,4_fronts,4,170.27,39.38,20.99,21.49,27.28,8.55
chair/chair_0240.ply,1_front,1,146.54,55.96,71.12,71.22,66.10,7.17
chair/chair_0155.ply,1_front,1,33.96,78.96,79.14,67.02,75.04,5.67
chair/chair_0620.ply,1_front,1,237.23,102.23,120.89,110.61,111.24,7.63
bench/bench_0045.ply,2_fronts,2,127.55,78.75,88.32,75.86,80.98,5.32
chair/chair_0460.ply,1_front,1,148.00,54.50,53.29,69.02,58.94,7.15
chair/chair_0782.ply,1_front,1,310.98,71.52,106.85,100.47,92.95,15.37
glass_box/glass_box_0216.ply,4_fronts,4,19.50,39.38,32.18,43.91,38.49,4.83
chair/chair_0943.ply,1_front,1,235.24,100.24,108.78,113.83,107.62,5.61
glass_box/glass_box_0188.ply,4_fronts,4,232.62,7.62,15.89,15.34,12.95,3.77
chair/chair_0227.ply,1_front,1,21.82,135.68,49.41,48.71,77.93,40.83
chair/chair_0472.ply,1_front,1,262.16,172.16,160.87,163.35,165.46,4.84
chair/chair_0342.ply,1_front,1,288.21,139.29,142.20,142.59,141.36,1.47
chair/chair_0371.ply,1_front,1,39.34,84.34,63.50,84.28,77.37,9.81
chair/chair_0216.ply,1_front,1,68.97,136.47,140.62,136.24,137.78,2.01
chair/chair_0978.ply,1_front,1,193.06,35.56,29.91,26.20,30.55,3.85
airplane/airplane_0167.ply,1_front,1,50.47,84.53,100.95,91.16,92.21,6.74
airplane/airplane_0057.ply,1_front,1,66.06,46.44,131.43,95.97,91.28,34.85
bookshelf/bookshelf_0223.ply,1_front,1,166.55,13.45,53.08,152.20,72.91,58.35
wardrobe/wardrobe_0094.ply,1_front,1,314.81,89.81,89.64,89.28,89.58,0.22
bookshelf/bookshelf_0032.ply,2_fronts,2,27.14,78.75,88.94,56.43,74.71,13.57
chair/chair_0045.ply,1_front,1,290.89,136.61,147.29,138.53,140.81,4.65
chair/chair_0459.ply,1_front,1,308.15,96.85,93.28,103.96,98.03,4.44
glass_box/glass_box_0094.ply,4_fronts,4,35.25,9.75,18.30,17.33,15.13,3.82
chair/chair_0437.ply,1_front,1,234.77,99.77,116.72,21.62,79.37,41.42
bench/bench_0091.ply,2_fronts,2,194.61,78.75,70.85,34.08,61.23,19.46
chair/chair_0772.ply,1_front,1,5.31,27.81,8.79,15.10,17.23,7.91
bookshelf/bookshelf_0126.ply,1_front,1,33.57,78.57,68.23,69.91,72.24,4.53
airplane/airplane_0116.ply,1_front,1,271.28,1.28,178.60,37.48,72.46,76.50
bookshelf/bookshelf_0104.ply,2_fronts,2,85.10,78.75,89.57,8.40,58.91,35.98
airplane/airplane_0140.ply,1_front,1,146.31,101.31,62.60,73.99,79.30,16.24
bench/bench_0070.ply,2_fronts,2,173.29,78.75,86.37,13.65,59.59,32.63
bench/bench_0172.ply,2_fronts,2,311.27,78.75,58.69,80.86,72.77,9.99
chair/chair_0480.ply,1_front,1,324.88,80.12,64.05,70.96,71.71,6.58
bookshelf/bookshelf_0272.ply,2_fronts,2,59.27,78.75,88.71,62.50,76.65,10.80
chair/chair_0920.ply,1_front,1,0.78,23.28,14.76,2.83,13.62,8.39
glass_box/glass_box_0213.ply,4_fronts,4,140.55,5.55,15.94,11.51,11.00,4.26
chair/chair_0316.ply,1_front,1,333.55,48.95,54.76,54.32,52.68,2.64
