file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
bathtub/bathtub_0098.ply,2_fronts,2,334.41,78.75,84.28,52.92,71.98,13.67
chair/chair_0089.ply,1_front,1,271.90,178.10,173.50,175.00,175.53,1.92
chair/chair_0065.ply,1_front,1,248.35,135.85,147.27,131.50,138.21,6.65
glass_box/glass_box_0024.ply,4_fronts,4,256.66,39.37,20.78,28.23,29.46,7.64
airplane/airplane_0089.ply,1_front,1,143.64,98.64,45.82,16.58,53.68,33.96
chair/chair_0799.ply,1_front,1,241.81,106.81,131.09,124.89,120.93,10.30
chair/chair_0412.ply,1_front,1,134.43,90.57,88.30,93.20,90.69,2.00
chair/chair_0688.ply,1_front,1,323.86,81.14,67.31,74.41,74.29,5.65
glass_box/glass_box_0236.ply,4_fronts,4,162.54,41.89,32.08,36.66,36.88,4.01
airplane/airplane_0102.ply,1_front,1,89.25,0.75,130.47,131.42,87.55,61.37
glass_box/glass_box_0138.ply,4_fronts,4,23.05,44.45,23.67,41.38,36.50,9.16
glass_box/glass_box_0050.ply,4_fronts,4,7.57,67.50,14.82,14.83,32.38,24.83
bench/bench_0128.ply,2_fronts,2,199.41,48.09,55.22,43.45,48.92,4.84
chair/chair_0568.ply,1_front,1,211.84,76.84,57.27,66.40,66.84,7.99
bookshelf/bookshelf_0278.ply,2_fronts,2,2.59,78.75,89.48,7.93,58.72,36.18
chair/chair_0936.ply,1_front,1,254.82,119.82,171.77,148.26,146.62,21.24
chair/chair_0446.ply,1_front,1,21.19,66.19,41.87,48.00,52.02,10.33
bathtub/bathtub_0012.ply,1_front,1,24.26,133.24,37.88,128.33,99.81,43.84
chair/chair_0057.ply,1_front,1,11.31,33.81,24.42,25.76,27.99,4.15
bookshelf/bookshelf_0178.ply,1_front,1,118.95,106.05,124.71,10.37,80.37,50.09
chair/chair_0948.ply,1_front,1,185.10,27.60,11.91,12.66,17.39,7.22
chair/chair_0421.ply,1_front,1,100.25,169.75,173.66,158.08,167.16,6.62
bathtub/bathtub_0137.ply,2_fronts,2,174.75,5.25,89.02,12.18,35.48,37.96
chair/chair_0074.ply,1_front,1,194.12,14.12,75.65,18.58,36.12,28.01
bathtub/bathtub_0061.ply,2_fronts,2,260.41,78.75,88.39,19.08,62.07,30.65
chair/chair_0048.ply,1_front,1,317.66,87.34,100.79,85.24,91.12,6.89
glass_box/glass_box_0091.ply,4_fronts,4,207.44,33.75,29.21,34.04,32.33,2.21
bookshelf/bookshelf_0160.ply,2_fronts,2,87.48,81.27,89.08,3.01,57.79,38.87
glass_box/glass_box_0103.ply,4_fronts,4,170.27,39.38,19.80,21.36,26.85,8.88
chair/chair_0240.ply,1_front,1,146.54,55.96,72.40,72.11,66.82,7.68
chair/chair_0155.ply,1_front,1,33.96,78.96,78.18,69.18,75.44,4.44
chair/chair_0620.ply,1_front,1,237.23,102.23,120.41,110.78,111.14,7.42
bench/bench_0045.ply,2_fronts,2,127.55,78.75,89.45,76.15,81.45,5.76
chair/chair_0460.ply,1_front,1,148.00,54.50,62.00,68.78,61.76,5.83
chair/chair_0782.ply,1_front,1,310.98,94.02,116.06,101.19,103.76,9.18
glass_box/glass_box_0216.ply,4_fronts,4,19.50,37.88,34.26,44.12,38.75,4.07
chair/chair_0943.ply,1_front,1,235.24,100.24,119.32,113.94,111.17,8.03
glass_box/glass_box_0188.ply,4_fronts,4,232.62,7.62,17.56,15.42,13.54,4.27
chair/chair_0227.ply,1_front,1,21.82,135.68,45.87,48.94,76.83,41.63
chair/chair_0472.ply,1_front,1,262.16,172.16,160.55,163.35,165.35,4.94
chair/chair_0342.ply,1_front,1,288.21,139.29,144.12,142.10,141.84,1.98
chair/chair_0371.ply,1_front,1,39.34,84.34,62.67,83.58,76.86,10.04
chair/chair_0216.ply,1_front,1,68.97,136.47,140.48,135.31,137.42,2.21
chair/chair_0978.ply,1_front,1,193.06,35.56,31.92,25.93,31.14,3.97
airplane/airplane_0167.ply,1_front,1,50.47,84.53,100.67,90.44,91.88,6.67
airplane/airplane_0057.ply,1_front,1,66.06,46.44,128.14,90.54,88.38,33.39
bookshelf/bookshelf_0223.ply,1_front,1,166.55,13.45,45.20,151.30,69.99,58.94
wardrobe/wardrobe_0094.ply,1_front,1,314.81,89.81,90.55,86.17,88.85,1.92
bookshelf/bookshelf_0032.ply,2_fronts,2,27.14,78.75,88.64,56.70,74.70,13.35
chair/chair_0045.ply,1_front,1,290.89,136.61,156.15,138.60,143.79,8.78
chair/chair_0459.ply,1_front,1,308.15,96.85,94.31,103.53,98.23,3.89
glass_box/glass_box_0094.ply,4_fronts,4,35.25,9.75,13.87,17.61,13.75,3.21
chair/chair_0437.ply,1_front,1,234.77,99.77,122.68,61.07,94.51,25.42
bench/bench_0091.ply,2_fronts,2,194.61,82.11,72.33,33.95,62.80,20.78
chair/chair_0772.ply,1_front,1,5.31,27.81,8.83,19.71,18.79,7.78
bookshelf/bookshelf_0126.ply,1_front,1,33.57,56.07,70.62,70.65,65.78,6.86
airplane/airplane_0116.ply,1_front,1,271.28,1.28,179.00,45.31,75.20,75.57
bookshelf/bookshelf_0104.ply,2_fronts,2,85.10,78.75,88.87,8.58,58.73,35.71
airplane/airplane_0140.ply,1_front,1,146.31,101.31,65.09,73.93,80.11,15.42
bench/bench_0070.ply,2_fronts,2,173.29,6.71,80.25,14.79,33.92,32.93
bench/bench_0172.ply,2_fronts,2,311.27,78.75,70.95,81.37,77.02,4.43
chair/chair_0480.ply,1_front,1,324.88,80.12,64.25,71.59,71.99,6.49
bookshelf/bookshelf_0272.ply,2_fronts,2,59.27,78.75,88.32,62.24,76.44,10.77
chair/chair_0920.ply,1_front,1,0.78,23.28,23.39,1.20,15.96,10.43
glass_box/glass_box_0213.ply,4_fronts,4,140.55,5.55,14.48,10.98,10.34,3.67
chair/chair_0316.ply,1_front,1,333.55,48.95,47.92,55.43,50.77,3.32
bench/bench_0028.ply,1_front,1,282.65,12.65,164.73,157.14,111.51,69.97
bench/bench_0174.ply,2_fronts,2,102.69,78.75,89.51,26.09,64.78,27.71
chair/chair_0816.ply,1_front,1,250.77,138.27,155.18,140.67,144.71,7.47
chair/chair_0674.ply,1_front,1,262.98,172.98,141.91,165.00,159.96,13.18
chair/chair_0578.ply,1_front,1,282.01,169.51,167.70,167.51,168.24,0.90
chair/chair_0350.ply,1_front,1,238.27,103.27,122.01,116.65,113.98,7.88
bookshelf/bookshelf_0069.ply,1_front,1,175.20,4.80,51.41,156.62,70.94,63.50
bookshelf/bookshelf_0242.ply,2_fronts,2,68.36,78.75,87.33,43.09,69.72,19.15
bench/bench_0124.ply,1_front,1,78.37,34.13,24.32,30.67,29.71,4.06
chair/chair_0474.ply,1_front,1,21.05,43.55,49.07,42.97,45.20,2.75
chair/chair_0167.ply,1_front,1,264.87,174.87,158.26,169.10,167.41,6.89
chair/chair_0866.ply,1_front,1,21.94,44.44,47.14,45.19,45.59,1.14
bookshelf/bookshelf_0273.ply,1_front,1,112.90,134.60,137.96,44.50,105.69,43.29
glass_box/glass_box_0027.ply,4_fronts,4,18.05,40.55,30.28,40.24,37.02,4.77
chair/chair_0959.ply,1_front,1,171.64,8.36,3.37,17.05,9.59,5.66
glass_box/glass_box_0248.ply,4_fronts,4,330.98,52.99,24.62,30.92,36.18,12.16
glass_box/glass_box_0242.ply,4_fronts,4,191.21,50.60,21.88,23.97,32.15,13.08
bathtub/bathtub_0149.ply,2_fronts,2,20.48,78.75,88.23,40.68,69.22,20.55
bench/bench_0142.ply,1_front,1,182.82,177.18,1.70,172.21,117.03,81.58
